authors,#enterseriesname,#enterseriesindex,title,#titleparttwo,series,series_index
"Cyndi Friberg","Shadow Assassins","1","Royal Obsession","","Shadow Assassins","1.0"
"Cyndi Friberg","Rebel Angels","","Splendor and Darkness","","Rebel Angels","1.0"
"Cyndi Friberg","Rebel Angels","","Echoes and Embers","","Rebel Angels","1.0"
"Cyndi Friberg","Rebel Angels","","Rage and Redemption","","Rebel Angels","1.0"
"Cyndi Friberg","","","Chaos","","","1.0"
"Cyndi Friberg","Dream Warriors","3","Kane","","Dream Warriors","3.0"
"Cyndi Friberg","Dream Warriors","2","Ryder","","Dream Warriors","2.0"
"Cyndi Friberg","","","Dream Warriors 1_Gareth","","","1.0"
"Cyndi Friberg","Beyond Ontariese","6","Consort","","Beyond Ontariese","6.0"
"Cyndi Friberg","Beyond Ontariese","5","Fire Pearl","","Beyond Ontariese","5.0"
"Cyndi Friberg","Beyond Ontariese","4","Mystic Flame","","Beyond Ontariese","4.0"
"Cyndi Friberg","","","City Of Tears","","","1.0"
"Cyndi Friberg","Beyond Ontariese","2","Operation Hydra","","Beyond Ontariese","2.0"
"Cyndi Friberg","Beyond Ontariese","1","Taken by Storm V3","","Beyond Ontariese","1.0"
"Cyndi Friberg","Battle Born","14","Triumphant","","Battle Born","14.0"
"Cyndi Friberg","Battle Born","13","Defiant","","Battle Born","13.0"
"Cyndi Friberg","Battle Born","12","Fearless","","Battle Born","12.0"
"Cyndi Friberg","Battle Born","11","Enforcer","","Battle Born","11.0"
"Cyndi Friberg","Battle Born","10","Mage","","Battle Born","10.0"
"Cyndi Friberg","Battle Born","9","Triad","","Battle Born","9.0"
"Cyndi Friberg","Battle Born","8","Spy","","Battle Born","8.0"
"Cyndi Friberg","Battle Born","7","War Bride","","Battle Born","7.0"
"Cyndi Friberg","Battle Born","6","Undaunted","","Battle Born","6.0"
"Cyndi Friberg","Battle Born","5","Harbinger","","Battle Born","5.0"
"Cyndi Friberg","Battle Born","4","Defender","","Battle Born","4.0"
"Cyndi Friberg","Battle Born","3","Zealot","","Battle Born","3.0"
"Cyndi Friberg","","","Forsaken","","","1.0"
"Cyndi Friberg","Battle Born","1","Crusader","","Battle Born","1.0"
"Cyndi Friberg","Alpha Colony","4","Uninhibited Fire","","Alpha Colony","4.0"
"Cyndi Friberg","Alpha Colony","3","Unwanted Desire","","Alpha Colony","3.0"
"Cyndi Friberg","Alpha Colony","2","United Passion","","Alpha Colony","2.0"
"Cyndi Friberg","Alpha Colony","1","Untamed Hunger","","Alpha Colony","1.0"
"C.A. Earl","Prey for the Dead","3","Prey for the Dead [Book 3]","","Prey for the Dead","3.0"
"Amanda Heartley","","","Saddled On The Cowboy","A Hot Western Romance","","1.0"
"Amanda Heartley","School's Out","2","Teacher's Pet","A New Adult Wedding Romance","School's Out","2.0"
"William Cray","","","The Intruder Mandate","The Farthest Star from Home: a military sci-fi suspense novel","","1.0"
"Michael Wolff","","","Fire and Fury","Inside the trump White House","","1.0"
"Lane Hart","An Out of the Cage Novel","2","Ivan","","An Out of the Cage Novel","2.0"
"Jessica Sorensen","Chasing the Harlyton Sisters","1","Chasing Hadley","","Chasing the Harlyton Sisters","1.0"
"J. M. Madden","Lost and Found Series","11","Reclaiming the SEAL","Hot SEALs","Lost and Found Series","11.0"
"Harper Lauren","Wild Boys Sports Romance","2","Wild Play","","Wild Boys Sports Romance","2.0"
"Harper Lauren","Wild Boys Sports Romance","1","Hard Game","","Wild Boys Sports Romance","1.0"
"Cyndi Friberg","","","Dream Warriors 3_Kane","","","1.0"
"Cyndi Friberg","","","Dream Warriors 2_Ryder","","","1.0"
"Wendell Berry","","","Watch With Me","","","1.0"
"Adrian J. Smith","Extinction NZ","2","The Fourth Phase","","Extinction NZ","2.0"
"Victoria Dalpe","","","Parasite Life","","","1.0"
"Traci Hunter Abramson","","","Deep Cover","","","1.0"
"T V Hartwell","Platinum Series","3","The Platinum Reunion","","Platinum Series","3.0"
"T V Hartwell","Platinum Series","1","The Platinum Triangle","","Platinum Series","1.0"
"T.R. Harris","Human Chronicles Saga","22","Force of Gravity","An Adam Cain Adventure","Human Chronicles Saga","22.0"
"T.K. Malone","","","Free World Apocalypse_Genesis","","","1.0"
"Tracey Warr","","","Conquest II","","","1.0"
"Sundari Venkatraman","Written in the Stars","2","Leo's Desire","","Written in the Stars","2.0"
"Steven Tandberg","Infusion Series","2","Reverse","","Infusion Series","2.0"
"Stephanie Rowe","Canine Cupids","3","Paws Up for Love","","Canine Cupids","3.0"
"Stephanie Rowe","","","Pawfectly In Love","","","1.0"
"Shelley Russell Nolan","","","Angel Fire","","","1.0"
"Shelley Russell Nolan","Reaper Series","2","Winged Reaper","","Reaper Series","2.0"
"Sally Nicholls","","","Things a Bright Girl Can Do","","","1.0"
"Shelley Russell Nolan","Reaper Series","1","Lost Reaper","","Reaper Series","1.0"
"Ruth Marshall","","","Walk It Off","","","1.0"
"Robert P. Sullivan","","","The Red X_Complete Edition","","","1.0"
"Robert J. Crane","Southern Watch","6","Starling","","Southern Watch","6.0"
"Pilar Lepe & Adriana Garcia","","","Rebirthing in your arms","","","1.0"
"Paul Duffau","Accidental Hero Series","1","Got To Be A Hero","","Accidental Hero Series","1.0"
"Nate Castle","Sheffield Chronicles","2","Surge Forward","","Sheffield Chronicles","2.0"
"Amy DuBoff & Michael Anderle & Craig Martelle","Uprise Saga","1","Covert Talents","Age Of Expansion - A Kurtherian Gambit Series","Uprise Saga","1.0"
"Amy DuBoff & Michael Anderle & Craig Martelle","Uprise Saga","2","Endless Advance","Age Of Expansion - A Kurtherian Gambit Series","Uprise Saga","2.0"
"Natalie Grey & Michael Anderle","Trials And Tribulations","1","Risk Be Damned","A Kurtherian Gambit Series","Trials And Tribulations","1.0"
"Natalie Grey & Michael Anderle","Trials And Tribulations","2","Damned Into Hell","A Kurtherian Gambit Series","Trials And Tribulations","2.0"
"CM Raymond & LE Barbant & Michael Anderle","Rise of Magic","7","The Gods Beneath","Age Of Magic - A Kurtherian Gambit Series","Rise of Magic","7.0"
"CM Raymond & LE Barbant & Michael Anderle","Rise of Magic","6","Darkness Rises","Age Of Magic - A Kurtherian Gambit Series","Rise of Magic","6.0"
"CM Raymond & LE Barbant & Michael Anderle","Rise of Magic","5","Unlawful Passage","Age Of Magic - A Kurtherian Gambit Series","Rise of Magic","5.0"
"CM Raymond & LE Barbant & Michael Anderle","Rise of Magic","4","Revolution","Age Of Magic - A Kurtherian Gambit Series","Rise of Magic","4.0"
"CM Raymond & LE Barbant & Michael Anderle","Rise of Magic","3","Rebellion","A Kurtherian Gambit Series","Rise of Magic","3.0"
"CM Raymond & LE Barbant & Michael Anderle","Rise of Magic","2","Reawakening","A Kurtherian Gambit Series","Rise of Magic","2.0"
"CM Raymond & LE Barbant & Michael Anderle","Rise of Magic","1","Restriction","A Kurtherian Gambit Series","Rise of Magic","1.0"
"Craig Martelle & Jeff Morris & Michael Anderle","Kurtherian Gambit","1","World's Worst Day Ever","","Kurtherian Gambit","1.0"
"S. R. Russell & Michael Anderle","Kurtherian Gambit","1","Etheric Recruit","A Kurtherian Gambit Series","Kurtherian Gambit","1.0"
"Michael Anderle","Kurtherian Gambit","10","Release the Dogs of War","","Kurtherian Gambit","10.0"
"Michael Anderle","","","WE WILL BUILD","","","1.0"
"Michael Anderle","Kurtherian Gambit","9","It's Hell to Choose","","Kurtherian Gambit","9.0"
"Michael Anderle","Kurtherian Gambit","3","Love Lost","","Kurtherian Gambit","3.0"
"Sarah Noffke & J.N. Chaney & Michael Anderle","Ghost Squadron","2","Exploration","Age Of Expansion - A Kurtherian Gambit Series","Ghost Squadron","2.0"
"Sarah Noffke & J.N. Chaney & Michael Anderle","Ghost Squadron","1","Formation","Age Of Expansion - A Kurtherian Gambit Series","Ghost Squadron","1.0"
"Ell Leigh Clarke & Michael Anderle","Ascension Myth","7","Cloaked","Age Of Expansion - A Kurtherian Gambit Series","Ascension Myth","7.0"
"Ell Leigh Clarke & Michael Anderle","Ascension Myth","6","Retribution","Age Of Expansion - A Kurtherian Gambit Series","Ascension Myth","6.0"
"Ell Leigh Clarke & Michael Anderle","Ascension Myth","5","Rebirth","Age Of Expansion - A Kurtherian Gambit Series","Ascension Myth","5.0"
"Ell Leigh Clarke & Michael Anderle","Ascension Myth","4","Sanctioned","Age Of Expansion - A Kurtherian Gambit Series","Ascension Myth","4.0"
"Ell Leigh Clarke & Michael Anderle","Ascension Myth","3","Called","Age Of Expansion - A Kurtherian Gambit Series","Ascension Myth","3.0"
"Ell Leigh Clarke & Michael Anderle","Ascension Myth","2","Activated","Age Of Expansion - A Kurtherian Gambit Series","Ascension Myth","2.0"
"Ell Leigh Clarke & Michael Anderle","Ascension Myth","1","Awakened","Age Of Expansion - A Kurtherian Gambit Series","Ascension Myth","1.0"
"Craig Martelle & Michael Anderle","Terry Henry Walton Chronicles","10","Nomad's Galaxy","A Kurtherian Gambit Series","Terry Henry Walton Chronicles","10.0"
"Craig Martelle & Michael Anderle","Terry Henry Walton Chronicles","9","Nomad's Force","A Kurtherian Gambit Series","Terry Henry Walton Chronicles","9.0"
"Craig Martelle & Michael Anderle","Terry Henry Walton Chronicles","8","Nomad Mortis","A Kurtherian Gambit Series","Terry Henry Walton Chronicles","8.0"
"Craig Martelle & Michael Anderle","Terry Henry Walton Chronicles","7","Nomad Avenged","A Kurtherian Gambit Series","Terry Henry Walton Chronicles","7.0"
"Craig Martelle & Michael Anderle","Terry Henry Walton Chronicles","6","Nomad's Justice","A Kurtherian Gambit Series","Terry Henry Walton Chronicles","6.0"
"Craig Martelle & Michael Anderle","Terry Henry Walton Chronicles","5","Nomad's Fury","A Kurtherian Gambit Series","Terry Henry Walton Chronicles","5.0"
"Craig Martelle & Michael Anderle","Terry Henry Walton Chronicles","4","Nomad Supreme","A Kurtherian Gambit Series","Terry Henry Walton Chronicles","4.0"
"Craig Martelle & Michael Anderle","Terry Henry Walton Chronicles","3","Nomad Unleashed","A Kurtherian Gambit Series","Terry Henry Walton Chronicles","3.0"
"Craig Martelle & Michael Anderle","Terry Henry Walton Chronicles","2","Nomad Redeemed","A Kurtherian Gambit Series","Terry Henry Walton Chronicles","2.0"
"Craig Martelle & Michael Anderle","Terry Henry Walton Chronicles","1","Nomad Found","A Kurtherian Gambit Series","Terry Henry Walton Chronicles","1.0"
"Candy Crum & Michael Anderle","Tales of the Feisty Druid","5","The Lost","Age Of Magic - A Kurtherian Gambit Series","Tales of the Feisty Druid","5.0"
"Candy Crum & Michael Anderle","Tales of the Feisty Druid","4","The Deceiver","Age Of Magic - A Kurtherian Gambit Series","Tales of the Feisty Druid","4.0"
"Candy Crum & Michael Anderle","Tales of the Feisty Druid","3","The Frozen Wasteland","Age Of Magic - A Kurtherian Gambit Series","Tales of the Feisty Druid","3.0"
"Candy Crum & Michael Anderle","Tales of the Feisty Druid","2","The Undying Illusionist","Age Of Magic - A Kurtherian Gambit Series","Tales of the Feisty Druid","2.0"
"Candy Crum & Michael Anderle","Tales of the Feisty Druid","1","The Arcadian Druid","Age Of Magic - A Kurtherian Gambit Series","Tales of the Feisty Druid","1.0"
"Justin Sloan & Michael Anderle","Reclaiming Honor","8","Return of Victory","A Kurtherian Gambit Series","Reclaiming Honor","8.0"
"Justin Sloan & Michael Anderle","Reclaiming Honor","7","Saved By Valor","A Kurtherian Gambit Series","Reclaiming Honor","7.0"
"Justin Sloan & Michael Anderle","Reclaiming Honor","6","Defending the Lost","A Kurtherian Gambit Series","Reclaiming Honor","6.0"
"Justin Sloan & Michael Anderle","Reclaiming Honor","4","Angel of Reckoning","A Kurtherian Gambit Series","Reclaiming Honor","4.0"
"Justin Sloan & Michael Anderle","Reclaiming Honor","3","Judgment Has Fallen","A Kurtherian Gambit Series","Reclaiming Honor","3.0"
"Justin Sloan & Michael Anderle","Reclaiming Honor","2","Claimed By Honor","A Kurtherian Gambit Series","Reclaiming Honor","2.0"
"Brandon Barr & Michael Anderle","Path of Heroes","1","Rogue Mage","A Kurtherian Gambit Series","Path of Heroes","1.0"
"Justin Sloan & Michael Anderle","Reclaiming Honor","1","Justice Is Calling","A Kurtherian Gambit Series","Reclaiming Honor","1.0"
"Amy Hopkins & Michael Anderle","New Dawn","4","Dawn of Days","Age Of Magic - A Kurtherian Gambit Series","New Dawn","4.0"
"Amy Hopkins & Michael Anderle","New Dawn","3","Dawn of Deliverance","Age Of Magic - A Kurtherian Gambit Series","New Dawn","3.0"
"Amy Hopkins & Michael Anderle","New Dawn","2","Dawn Of Darkness","Age Of Magic - A Kurtherian Gambit Series","New Dawn","2.0"
"Amy Hopkins & Michael Anderle","New Dawn","1","Dawn of Destiny","Age Of Magic - A Kurtherian Gambit Series","New Dawn","1.0"
"Natalie Grey & Michael Anderle","Frank Kurns Stories of the UnknownWorld","3","BELLATRIX","","Frank Kurns Stories of the UnknownWorld","3.0"
"S. R. Russell & Michael Anderle","Etheric Adventures: Anne and Jinx","2","Etheric Researcher","A Kurtherian Gambit Series","Etheric Adventures: Anne and Jinx","2.0"
"Justin Sloan & Michael Anderle","Hidden Magic Chronicles","4","Shades Of Justice","Age Of Magic - A Kurtherian Gambit Series","Hidden Magic Chronicles","4.0"
"Justin Sloan & Michael Anderle","Hidden Magic Chronicles","3","Shades Of Glory","Age Of Magic - A Kurtherian Gambit Series","Hidden Magic Chronicles","3.0"
"Justin Sloan & Michael Anderle","Hidden Magic Chronicles","2","Shades Of Dark","Age Of Magic - A Kurtherian Gambit Series","Hidden Magic Chronicles","2.0"
"Justin Sloan & Michael Anderle","Hidden Magic Chronicles","1","Shades of Light","Age Of Magic - A Kurtherian Gambit Series","Hidden Magic Chronicles","1.0"
"PT Hylton & Michael Anderle","Storm Warrior Storms Of Magic","4","Unknown","Age Of Magic - A Kurtherian Gambit Series","Storm Warrior Storms Of Magic","4.0"
"PT Hylton & Michael Anderle","Storms Of Magic","3","Storm Breakers","Age Of Magic - A Kurtherian Gambit Series","Storms Of Magic","3.0"
"Melanie Cellier","","","A Midwinter's Wedding","A Retelling of The Frog Prince","","1.0"
"PT Hylton & Michael Anderle","Storms Of Magic","1","Storm Raiders","Age Of Magic - A Kurtherian Gambit Series","Storms Of Magic","1.0"
"Melanie Cellier","Four Kingdoms","2","The Princess Fugitive","A Reimagining of Little Red Riding Hood","Four Kingdoms","2.0"
"Melanie Cellier","","","Happily Ever Afters","A Four Kingdoms Novella","","1.0"
"Melanie Cellier","Beyond the Four Kingdoms","2","A Tale of Beauty and Beast","A Retelling of Beauty and the Beast","Beyond the Four Kingdoms","2.0"
"Maxime Trencavel","","","The Matriarch Matrix","","","1.0"
"Matt Hilton","Joe Hunter","1","Marked for Death","","Joe Hunter","1.0"
"Marie Harte","Body Shop Bad Boys","4","Collision Course","","Body Shop Bad Boys","4.0"
"Mark Pasquini","Steve Walsh Mystery","1","The Rose Quilt","","Steve Walsh Mystery","1.0"
"Marie Ferrarella","","","Colton Baby Rescue","","","1.0"
"Lora Inak","","","Unspoken Rules","","","1.0"
"ML Roberts","","","The Wife – Part Three","","","1.0"
"Linda Wells","","","Dead Love","","","1.0"
"Latrivia Welch & Latrivia S. Nelson","Medlov Men","6","Anatoly's Retribution","","Medlov Men","6.0"
"Lana Campbell","","","Forever and a Night","A Vampire Romance","","1.0"
"Kristen Middleton","","","Paxton vs. The Undead","","","1.0"
"Leslie S. Klinger","","","In the Shadow of Agatha Christie","","","1.0"
"Kris Weeks","Zombie Apocalypse","3.5","The Horror Squad","","Zombie Apocalypse","3.5"
"Kellie McAllen","Teen Paranormal Romance Series","","Flying Free","","Teen Paranormal Romance Series","1.0"
"Kay Brandt","","","Soles","","","1.0"
"Kady Monroe","Dead End","2","Surviving","","Dead End","2.0"
"Jonathan Giddinge","","","Jacob's Reign","A Journey Beyond","","1.0"
"Juliet Bell","","","The Heights","","","1.0"
"Joe Jackson","Eve of Redemption","5","The Huntresses' Game","","Eve of Redemption","5.0"
"Jodi Taylor","Chronicles Of St Mary's","8.6","Christmas Past","","Chronicles Of St Mary's","8.6"
"Jennifer Silverwood","","","Tamn","","","1.0"
"Jeffery H. Haskell","Full Metal Superhero","3","Inescapable Arsenal","","Full Metal Superhero","3.0"
"Jean Ure","","","Star Quality","","","1.0"
"Jay Toney","Space Rogue","1","Exiles","","Space Rogue","1.0"
"Jane Lambert","","","The Start of Something Wonderful","","","1.0"
"Jessie Donovan","Sacrificed to the Dragon (Stonefire Dragons","22","Finding the Dragon","","Sacrificed to the Dragon (Stonefire Dragons","22.0"
"James A. Moore","Tides of War","2","Fallen Gods","","Tides of War","2.0"
"James Nally","","","Games with the Dead","","","1.0"
"J. E. Nicassio","Beyond Moondust Trilogy","2","Equinox","","Beyond Moondust Trilogy","2.0"
"Ivan Kal","Rise of the Empire","9","Conquest","","Rise of the Empire","9.0"
"Harmony Raines","Return to Bear Creek","13","Hero Bear","Paranormal Romance","Return to Bear Creek","13.0"
"Griff Hosker","Norman Genesis","5","The Land of the Northmen","","Norman Genesis","5.0"
"Griff Hosker","Dragonheart","19","Viking Warband","","Dragonheart","19.0"
"Griff Hosker","Dragonheart","18","Viking Storm","","Dragonheart","18.0"
"Griff Hosker","Dragonheart","17","Viking Weregeld","","Dragonheart","17.0"
"Griff Hosker","Dragonheart","16","Viking Blood","","Dragonheart","16.0"
"Griff Hosker","Border Wars","1","Sword for Hire","","Border Wars","1.0"
"Griff Hosker","British Ace","6","From Arctic Snow to Desert Sand","","British Ace","6.0"
"Glen Frost","","","The Finishing School","A Violent Tale of Supernatural Revenge","","1.0"
"Gerald M. Kilby","","","Entangelment_The Belt","","","1.0"
"Gary Jonas","Half-Assed Wizard","4","The Lame_Assed Doppelganger","","Half-Assed Wizard","4.0"
"Gary Jonas","Half-Assed Wizard","3","The Dumbass Demon","","Half-Assed Wizard","3.0"
"Freda Lightfoot","","","Peace In My Heart","","","1.0"
"Felix R. Savage","Extinction Protocol","2","The Nuclear Druid","A Hard Science Fiction Adventure With a Chilling Twist","Extinction Protocol","2.0"
"Eve R. Hart","Steel Paragons MC","","Diesel","","Steel Paragons MC","1.0"
"Ember-Raine Winters","","","a Beautiful Christmas","A Pride and Honor Christmas","","1.0"
"Elle Thorne","Operation Outreach","3","Chaos","","Operation Outreach","3.0"
"Doug Lamoreux","Nod Blake Mysteries","2","Red Herrings Can't Swim","","Nod Blake Mysteries","2.0"
"Elizabeth St. Michel","","","Light of My Heart","","","1.0"
"Desiree L. Scott","Vendetta Series","1","Crescent Vendetta","","Vendetta Series","1.0"
"Desiree L. Scott","Vail Mountain Trilogy","2","Trapped on Vail Mountain","","Vail Mountain Trilogy","2.0"
"Desiree L. Scott","","","Stranded on Vail Mountain","","","1.0"
"Donita K. Paul","","","Two Tickets to the Christmas Ball","","","1.0"
